"code" "Date" "Group" "Complete" "Speaker" "Process" "Recipient"
"TP" 514 "B" 0 "S" "G" ""
"IE" 514 "B" 1 "S" "G" "K"
"TP" 514 "B" 1 "S" "G" "K"
"TP" 514 "B" 1 "K" "G" "S"
"TP" 514 "B" 1 "S" "G" "K"
"IE" 514 "B" 1 "S" "G" "K"
"TP" 514 "B" 1 "K" "G" "S"
"KS" 514 "B" 1 "S" "G" "K"
"TP" 514 "B" 1 "K" "G" "D"
"KS" 514 "B" 1 "S" "G" "GT"
"KS" 514 "B" 1 "K" "G" "S"
"KS" 514 "B" 1 "D" "G" "K"
"TP" 514 "B" 1 "S" "G" "GT"
"IE" 514 "B" 1 "D" "G" "S"
"KS" 514 "B" 1 "S" "G" "D"
"IE" 514 "B" 1 "K" "G" "S"
"KS" 514 "B" 1 "S" "G" "K"
"TP" 514 "B" 1 "D" "G" "GT"
"TP" 514 "B" 1 "S" "G" "GT"
"TP" 514 "B" 1 "K" "G" "S"
"IE" 514 "B" 1 "K" "G" "S"
"IE" 514 "B" 1 "S" "G" "K"
"TP" 514 "B" 1 "K" "G" "S"
"IE" 514 "B" 1 "S" "G" "K"
"TP" 514 "B" 1 "S" "G" "K"
"KS" 514 "B" 1 "S" "G" "K"
"TP" 514 "B" 1 "K" "G" "S"
"TP" 514 "B" 1 "K" "G" "S"
"TP" 514 "B" 1 "S" "G" "K"
"TP" 514 "B" 1 "K" "G" "S"
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"IE" 514 "B" 0 "" "" ""
"IE" 514 "B" 0 "" "" ""
"KS" 514 "B" 0 "" "" ""
"IE" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"KS" 514 "B" 0 "" "" ""
"IE" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"IE" 514 "B" 1 "S" "G" "K"
"TP" 514 "B" 1 "K" "G" "S"
"TP" 514 "B" 1 "S" "G" "K"
"TP" 514 "B" 1 "K" "G" "S"
"TP" 514 "B" 1 "D" "G" "GT"
"GO" 514 "B" 1 "K" "G" "GT"
"EA" 514 "B" 1 "D" "G" "K"
"EA" 514 "B" 1 "S" "G" "K"
"EA" 514 "B" 1 "K" "G" "S"
"IE" 514 "B" 1 "S" "G" "K"
"EA" 514 "B" 1 "K" "G" "S"
"EA" 514 "B" 1 "D" "G" "K"
"EA" 514 "B" 1 "K" "G" "GT"
"TP" 514 "B" 1 "S" "G" "S"
"EA" 514 "B" 1 "D" "G" "GT"
"TP" 514 "B" 1 "S" "G" "D"
"KS" 514 "B" 1 "K" "G" "D"
"TP" 514 "B" 1 "S" "G" "K"
"TP" 514 "B" 1 "K" "G" "S"
"TP" 514 "B" 1 "D" "G" "S"
"IE" 514 "B" 1 "S" "G" "GT"
"IE" 514 "B" 1 "D" "G" "S"
"TP" 514 "B" 1 "S" "G" "D"
"TP" 514 "B" 1 "D" "G" "S"
"IE" 514 "B" 1 "K" "G" "D"
"TP" 514 "B" 1 "D" "G" "K"
"TP" 514 "B" 1 "S" "G" "K"
"KS" 514 "B" 1 "K" "G" "S"
"TP" 514 "B" 1 "S" "G" "K"
"TP" 514 "B" 0 "" "G" ""
"TP" 514 "B" 0 "" "" ""
"IE" 514 "B" 0 "" "" ""
"GO" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"IE" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"KS" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"IE" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"KS" 514 "B" 0 "" "" ""
"IE" 514 "B" 0 "" "" ""
"IE" 514 "B" 0 "" "" ""
"IE" 514 "B" 0 "" "" ""
"KS" 514 "B" 0 "" "" ""
"IE" 514 "B" 0 "" "" ""
"KS" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"IE" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"IE" 514 "B" 1 "K" "G" "GT"
"TP" 514 "B" 1 "D" "G" "K"
"TP" 514 "B" 1 "K" "G" "D"
"IE" 514 "B" 1 "S" "G" "K"
"TP" 514 "B" 1 "K" "G" "S"
"GO" 514 "B" 1 "D" "G" "GT"
"TP" 514 "B" 1 "S" "G" "D"
"TP" 514 "B" 1 "D" "G" "S"
"IE" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"IE" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"IE" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"IE" 514 "B" 0 "" "" ""
"IE" 514 "B" 1 "K" "G" "S"
"EA" 514 "B" 1 "K" "G" "S"
"TP" 514 "B" 1 "S" "G" "K"
"IE" 514 "B" 1 "K" "G" "S"
"EA" 514 "B" 1 "K" "G" "S"
"EA" 514 "B" 1 "D" "G" "K"
"EA" 514 "B" 1 "S" "G" "D"
"IE" 514 "B" 1 "D" "G" "S"
"TP" 514 "B" 1 "S" "G" "D"
"IE" 514 "B" 1 "D" "G" "S"
"TP" 514 "B" 1 "S" "G" "D"
"TP" 514 "B" 1 "D" "G" "S"
"TP" 514 "B" 1 "S" "B" "D"
"TP" 514 "B" 1 "D" "B" "S"
"IE" 514 "B" 1 "D" "B" "S"
"IE" 514 "B" 0 "" "B" ""
"TP" 514 "B" 1 "K" "R" "S"
"TP" 514 "B" 1 "S" "B" "K"
"TP" 514 "B" 1 "D" "B" "S"
"IE" 514 "B" 1 "S" "B" "GT"
"TP" 514 "B" 1 "S" "B" "GT"
"IE" 514 "B" 1 "K" "R" "S"
"TP" 514 "B" 0 "" "B" ""
"IE" 514 "B" 0 "" "B" ""
"IE" 514 "B" 1 "S" "B" "K"
"TP" 514 "B" 1 "K" "B" "S"
"KS" 514 "B" 1 "S" "B" "K"
"TP" 514 "B" 1 "K" "B" "S"
"TP" 514 "B" 1 "S" "B" "K"
"IE" 514 "B" 1 "D" "B" "S"
"IE" 514 "B" 1 "S" "B" "D"
"TP" 514 "B" 1 "K" "B" "S"
"TP" 514 "B" 1 "S" "B" "K"
"IE" 514 "B" 1 "K" "B" "GT"
"TP" 514 "B" 1 "S" "B" "K"
"TP" 514 "B" 1 "K" "B" "S"
"TP" 514 "B" 0 "" "" ""
"IE" 514 "B" 1 "S" "B" "K"
"IE" 514 "B" 1 "K" "B" "S"
"TP" 514 "B" 1 "S" "B" "K"
"IE" 514 "B" 1 "D" "B" "S"
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 1 "S" "B" "D"
"TP" 514 "B" 1 "D" "B" "S"
"TP" 514 "B" 1 "S" "B" "D"
"IE" 514 "B" 1 "D" "B" "S"
"TP" 514 "B" 0 "" "" ""
"KS" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"TP" 514 "B" 0 "" "" ""
"IE" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"IE" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"KS" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"KS" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"KS" 514 "A" 0 "" "" ""
"IE" 514 "A" 0 "" "" ""
"IE" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"GO" 514 "A" 0 "" "" ""
"EA" 514 "A" 0 "" "" ""
"EA" 514 "A" 0 "" "" ""
"IE" 514 "A" 1 "A" "B" "GT"
"IE" 514 "A" 1 "L" "B" "A"
"IE" 514 "A" 1 "A" "B" "L"
"TP" 514 "A" 1 "A" "B" "A"
"TP" 514 "A" 1 "L" "B" "A"
"TP" 514 "A" 1 "A" "B" "L"
"TP" 514 "A" 1 "L" "B" "A"
"TP" 514 "A" 0 "L" "B" "A"
"IE" 514 "A" 1 "A" "B" "L"
"TP" 514 "A" 1 "L" "B" "A"
"TP" 514 "A" 1 "A" "B" "L"
"TP" 514 "A" 1 "L" "P" "A"
"TP" 514 "A" 1 "" "P" ""
"TP" 514 "A" 1 "A" "P" "L"
"IE" 514 "A" 1 "L" "P" "A"
"TP" 514 "A" 1 "T" "P" "A"
"IE" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"IE" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"IE" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"IE" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"IE" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"IE" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "L" "B" "GT"
"TP" 514 "A" 1 "A" "B" "L"
"TP" 514 "A" 1 "L" "B" "A"
"OF" 514 "A" 1 "T" "B" "GT"
"TP" 514 "A" 1 "A" "B" "T"
"TP" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "A" "B" "T"
"TP" 514 "A" 1 "T" "B" "GT"
"OF" 514 "A" 1 "A" "B" "L"
"OF" 514 "A" 1 "L" "B" "A"
"OF" 514 "A" 1 "A" "B" "L"
"OF" 514 "A" 1 "A" "B" "T"
"OF" 514 "A" 1 "T" "B" "A"
"IE" 514 "A" 1 "A" "B" "T"
"UC" 514 "A" 1 "L" "B" "L"
"TP" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "L" "B" "T"
"IE" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "A" "B" "T"
"TP" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "A" "B" "T"
"TP" 514 "A" 1 "A" "B" "L"
"TP" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "A" "B" "T"
"TP" 514 "A" 1 "A" "B" "GT"
"KS" 514 "A" 1 "A" "B" "GT"
"TP" 514 "A" 1 "T" "B" "A"
"IE" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "T" "B" "A"
"IE" 514 "A" 1 "A" "B" "T"
"TP" 514 "A" 1 "T" "B" "A"
"IE" 514 "A" 1 "T" "B" "A"
"IE" 514 "A" 1 "L" "B" "T"
"IE" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "L" "B" "T"
"TP" 514 "A" 1 "T" "B" "L"
"IE" 514 "A" 1 "T" "B" "L"
"IE" 514 "A" 1 "A" "B" "GT"
"IE" 514 "A" 1 "T" "B" "A"
"IE" 514 "A" 1 "A" "B" "T"
"TP" 514 "A" 1 "T" "B" "A"
"UC" 514 "A" 1 "L" "B" "UC"
"UC" 514 "A" 1 "A" "B" "UC"
"TP" 514 "A" 1 "T" "B" "L"
"UC" 514 "A" 1 "L" "B" "T"
"IE" 514 "A" 1 "A" "B" "T"
"TP" 514 "A" 1 "T" "B" "A"
"IE" 514 "A" 1 "T" "B" "A"
"IE" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "T" "B" "A"
"IE" 514 "A" 1 "L" "B" "A"
"TP" 514 "A" 1 "A" "B" "L"
"KS" 514 "A" 1 "L" "B" "A"
"EA" 514 "A" 1 "T" "B" "A"
"IE" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "T" "B" "A"
"IE" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "T" "B" "A"
"KS" 514 "A" 1 "L" "B" "A"
"IE" 514 "A" 1 "A" "B" "L"
"IE" 514 "A" 1 "T" "B" "A"
"IE" 514 "A" 1 "L" "B" "A"
"IE" 514 "A" 1 "A" "B" "L"
"IE" 514 "A" 1 "T" "B" "GT"
"TP" 514 "A" 1 "A" "B" "T"
"TP" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "L" "B" "GT"
"IE" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "T" "B" "GT"
"IE" 514 "A" 1 "A" "B" "T"
"TP" 514 "A" 0 "A" "B" ""
"TP" 514 "A" 1 "T" "B" "L"
"UC" 514 "A" 1 "L" "B" "T"
"TP" 514 "A" 1 "A" "B" "L"
"TP" 514 "A" 1 "L" "B" "A"
"TP" 514 "A" 1 "T" "B" "L"
"TP" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "L" "B" "A"
"IE" 514 "A" 1 "A" "B" "L"
"TP" 514 "A" 1 "L" "B" "A"
"IE" 514 "A" 1 "A" "B" "L"
"IE" 514 "A" 1 "L" "B" "A"
"TP" 514 "A" 1 "L" "B" "GT"
"UC" 514 "A" 1 "A" "B" "L"
"TP" 514 "A" 1 "T" "B" "GT"
"TP" 514 "A" 1 "L" "B" "GT"
"TP" 514 "A" 1 "A" "B" "L"
"UC" 514 "A" 1 "L" "B" "A"
"TP" 514 "A" 1 "A" "B" "L"
"IE" 514 "A" 1 "T" "B" "GT"
"IE" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "L" "B" "T"
"TP" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "T" "B" "GT"
"TP" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "L" "B" "GT"
"IE" 514 "A" 1 "T" "B" "Y"
"TP" 514 "A" 0 "T" "B" ""
"OF" 514 "A" 1 "A" "UC" "GT"
"OF" 514 "A" 1 "L" "UC" "A"
"OF" 514 "A" 1 "T" "UC" "A"
"OF" 514 "A" 1 "A" "UC" "T"
"OF" 514 "A" 1 "T" "UC" "A"
"OF" 514 "A" 1 "L" "UC" "T"
"OF" 514 "A" 1 "T" "UC" "L"
"OF" 514 "A" 1 "A" "UC" "L"
"TP" 514 "A" 1 "T" "B" "L"
"IE" 514 "A" 1 "T" "B" "L"
"TP" 514 "A" 1 "A" "B" "T"
"TP" 514 "A" 1 "L" "B" "GT"
"TP" 514 "A" 1 "T" "B" "L"
"TP" 514 "A" 1 "A" "B" "L"
"TP" 514 "A" 1 "L" "B" "A"
"OF" 514 "A" 1 "A" "B" "L"
"IE" 514 "A" 1 "L" "B" "A"
"TP" 514 "A" 1 "A" "B" "L"
"OF" 514 "A" 1 "T" "UC" "GT"
"OF" 514 "A" 1 "L" "UC" "T"
"OF" 514 "A" 1 "T" "UC" "A"
"OF" 514 "A" 1 "A" "UC" "A"
"OF" 514 "A" 1 "L" "UC" "GT"
"OF" 514 "A" 1 "A" "UC" "L"
"OF" 514 "A" 1 "T" "UC" "L"
"OF" 514 "A" 1 "L" "UC" "GT"
"OF" 514 "A" 1 "T" "UC" "L"
"OF" 514 "A" 1 "A" "UC" "L"
"OF" 514 "A" 0 "" "UC" ""
"OF" 514 "A" 1 "L" "UC" "GT"
"OF" 514 "A" 1 "A" "UC" "L"
"OF" 514 "A" 1 "L" "UC" "A"
"IE" 514 "A" 1 "A" "B" "GT"
"IE" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "A" "B" "T"
"TP" 514 "A" 1 "L" "B" "GT"
"TP" 514 "A" 1 "T" "B" "A"
"IE" 514 "A" 1 "A" "B" "T"
"TP" 514 "A" 1 "L" "B" "A"
"TP" 514 "A" 1 "T" "B" "GT"
"IE" 514 "A" 1 "A" "B" "GT"
"IE" 514 "A" 1 "L" "B" "A"
"IE" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "A" "B" "GT"
"TP" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 0 "" "B" ""
"TP" 514 "A" 0 "" "B" ""
"TP" 514 "A" 0 "" "B" ""
"TP" 514 "A" 0 "" "B" ""
"TP" 514 "A" 0 "" "B" ""
"IE" 514 "A" 0 "" "B" ""
"IE" 514 "A" 1 "T" "B" "A"
"IE" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "L" "B" "T"
"OF" 514 "A" 1 "T" "B" "L"
"OF" 514 "A" 1 "L" "B" "GT"
"IE" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "L" "B" "T"
"IE" 514 "A" 1 "T" "B" "GT"
"OF" 514 "A" 1 "L" "B" "GT"
"IE" 514 "A" 0 "" "" ""
"IE" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"IE" 514 "A" 0 "" "" ""
"IE" 514 "A" 0 "" "" ""
"IE" 514 "A" 0 "" "" ""
"IE" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"IE" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"OF" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"TP" 514 "A" 0 "" "" ""
"IE" 514 "A" 1 "T" "B" "L"
"TP" 514 "A" 1 "L" "B" "T"
"TP" 514 "A" 1 "T" "B" "L"
"TP" 514 "A" 1 "L" "B" "T"
"TP" 514 "A" 1 "T" "B" "L"
"IE" 514 "A" 1 "T" "B" "L"
"IE" 514 "A" 1 "L" "B" "T"
"TP" 514 "A" 1 "A" "B" "L"
"IE" 514 "A" 1 "T" "B" "GT"
"TP" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "T" "B" "GT"
"OF" 514 "A" 1 "A" "B" "GT"
"OF" 514 "A" 1 "T" "B" "GT"
"IE" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "T" "B" "A"
"OF" 514 "A" 1 "A" "UC" "T"
"OF" 514 "A" 1 "T" "UC" "A"
"OF" 514 "A" 1 "L" "UC" "GT"
"OF" 514 "A" 1 "A" "UC" "T"
"OF" 514 "A" 1 "T" "UC" "A"
"OF" 514 "A" 1 "L" "UC" "GT"
"OF" 514 "A" 1 "T" "UC" "GT"
"OF" 514 "A" 1 "A" "UC" "GT"
"OF" 514 "A" 1 "L" "UC" "GT"
"OF" 514 "A" 1 "A" "UC" "L"
"OF" 514 "A" 1 "T" "UC" "A"
"OF" 514 "A" 1 "L" "UC" "A"
"OF" 514 "A" 1 "A" "UC" "T"
"OF" 514 "A" 1 "T" "UC" "L"
"OF" 514 "A" 1 "L" "UC" "GT"
"OF" 514 "A" 1 "A" "UC" "L"
"OF" 514 "A" 1 "L" "UC" "A"
"OF" 514 "A" 1 "T" "UC" "A"
"OF" 514 "A" 1 "A" "UC" "T"
"IE" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "A" "B" "T"
"TP" 514 "A" 1 "L" "B" "GT"
"TP" 514 "A" 1 "T" "B" "GT"
"IE" 514 "A" 1 "T" "B" "GT"
"OF" 514 "A" 1 "L" "B" "GT"
"TP" 514 "A" 1 "A" "B" "L"
"IE" 514 "A" 1 "A" "B" "L"
"IE" 514 "A" 1 "L" "B" "A"
"TP" 514 "A" 1 "T" "B" "L"
"IE" 514 "A" 1 "L" "B" "T"
"OF" 514 "A" 1 "T" "UC" "L"
"OF" 514 "A" 1 "L" "UC" "T"
"OF" 514 "A" 1 "T" "UC" "L"
"OF" 514 "A" 1 "L" "UC" "GT"
"OF" 514 "A" 1 "A" "UC" "L"
"OF" 514 "A" 1 "L" "UC" "A"
"OF" 514 "A" 1 "A" "UC" "L"
"OF" 514 "A" 1 "L" "UC" "A"
"OF" 514 "A" 1 "A" "UC" "L"
"OF" 514 "A" 1 "L" "UC" "A"
"OF" 514 "A" 1 "L" "UC" "A"
"OF" 514 "A" 1 "T" "B" "L"
"OF" 514 "A" 1 "L" "B" "T"
"IE" 514 "A" 0 "" "B" ""
"TP" 514 "A" 1 "L" "B" "GT"
"IE" 514 "A" 1 "T" "B" "L"
"IE" 514 "A" 1 "L" "B" "T"
"OF" 514 "A" 1 "A" "UC" "L"
"OF" 514 "A" 1 "L" "UC" "A"
"OF" 514 "A" 1 "A" "UC" "T"
"OF" 514 "A" 1 "L" "UC" "A"
"OF" 514 "A" 1 "T" "UC" "L"
"OF" 514 "A" 1 "L" "UC" "T"
"OF" 514 "A" 1 "T" "UC" "L"
"OF" 514 "A" 1 "L" "UC" "T"
"OF" 514 "A" 1 "T" "UC" "L"
"OF" 514 "A" 1 "A" "UC" "T"
"IE" 514 "A" 1 "T" "B" "GT"
"UC" 514 "A" 1 "L" "B" ""
"OF" 514 "A" 1 "A" "UC" "L"
"IE" 514 "A" 1 "T" "B" "L"
"OF" 514 "A" 1 "T" "UC" "L"
"OF" 514 "A" 1 "A" "UC" "T"
"OF" 514 "A" 1 "L" "UC" "GT"
"IE" 514 "A" 1 "A" "B" "GT"
"IE" 514 "A" 1 "L" "B" "A"
"IE" 514 "A" 1 "A" "B" "L"
"OF" 514 "A" 1 "T" "B" "GT"
"OF" 514 "A" 1 "A" "B" "GT"
"OF" 514 "A" 1 "T" "B" "A"
"OF" 514 "A" 1 "L" "B" "T"
"OF" 514 "A" 1 "T" "B" "L"
"OF" 514 "A" 1 "A" "B" "GT"
"OF" 514 "A" 1 "T" "B" "L"
"OF" 514 "A" 1 "L" "B" "T"
"OF" 514 "A" 1 "A" "B" "GT"
"OF" 514 "A" 1 "L" "B" "A"
"OF" 514 "A" 1 "T" "B" "L"
"OF" 514 "A" 1 "A" "B" "T"
"OF" 514 "A" 1 "T" "B" "A"
"OF" 514 "A" 1 "L" "B" "T"
"UC" 514 "A" 1 "A" "B" ""
"OF" 514 "A" 1 "T" "UC" "GT"
"OF" 514 "A" 1 "A" "UC" "GT"
"OF" 514 "A" 1 "T" "UC" "A"
"OF" 514 "A" 1 "L" "UC" "T"
"OF" 514 "A" 1 "T" "UC" "L"
"OF" 514 "A" 1 "L" "UC" "T"
"OF" 514 "A" 1 "T" "UC" "L"
"OF" 514 "A" 1 "A" "UC" "GT"
"OF" 514 "A" 1 "T" "UC" "GT"
"OF" 514 "A" 1 "L" "UC" "T"
"OF" 514 "A" 1 "T" "UC" "L"
"OF" 514 "A" 1 "A" "UC" "GT"
"OF" 514 "A" 1 "T" "UC" "L"
"OF" 514 "A" 1 "L" "UC" "T"
"TP" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "L" "B" "T"
"TP" 514 "A" 1 "A" "B" "L"
"TP" 514 "A" 1 "L" "B" "A"
"IE" 514 "A" 1 "T" "B" "GT"
"IE" 514 "A" 1 "A" "B" "L"
"TP" 514 "A" 1 "L" "B" "A"
"TP" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "A" "B" "T"
"OF" 514 "A" 1 "T" "B" "A"
"OF" 514 "A" 1 "L" "B" "T"
"OF" 514 "A" 1 "T" "B" "L"
"OF" 514 "A" 1 "A" "B" "GT"
"OF" 514 "A" 1 "T" "B" "GT"
"OF" 514 "A" 1 "L" "B" "T"
"IE" 514 "A" 1 "A" "B" "GT"
"TP" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "L" "B" "T"
"TP" 514 "A" 1 "L" "B" "T"
"TP" 514 "A" 1 "T" "B" "L"
"TP" 514 "A" 1 "T" "B" "A"
"IE" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "L" "B" "T"
"TP" 514 "A" 1 "L" "B" "T"
"TP" 514 "A" 1 "T" "B" "L"
"IE" 514 "A" 1 "L" "B" "A"
"TP" 514 "A" 1 "T" "B" "L"
"IE" 514 "A" 1 "L" "B" "T"
"IE" 514 "A" 1 "A" "B" "L"
"TP" 514 "A" 1 "L" "B" "A"
"IE" 514 "A" 1 "T" "B" "GT"
"TP" 514 "A" 1 "L" "B" "T"
"IE" 514 "A" 1 "T" "B" "L"
"TP" 514 "A" 1 "L" "B" "T"
"TP" 514 "A" 1 "L" "B" "A"
"TP" 514 "A" 1 "T" "B" "L"
"IE" 514 "A" 1 "L" "B" "T"
"IE" 514 "A" 1 "A" "B" "GT"
"TP" 514 "A" 1 "L" "B" "A"
"TP" 514 "A" 1 "A" "B" "GT"
"IE" 514 "A" 1 "A" "B" "GT"
"IE" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "L" "B" "T"
"TP" 514 "A" 1 "T" "B" "L"
"IE" 514 "A" 1 "L" "B" "T"
"IE" 514 "A" 1 "T" "B" "A"
"IE" 514 "A" 1 "T" "B" "A"
"TP" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "T" "B" "L"
"TP" 514 "A" 1 "L" "B" "T"
"TP" 514 "A" 1 "A" "B" "L"
"TP" 514 "A" 1 "T" "B" "A"
"IE" 514 "A" 1 "A" "B" "T"
"IE" 514 "A" 1 "T" "B" "A"
"IE" 514 "A" 1 "L" "B" "T"
"TP" 514 "A" 1 "T" "B" "L"
"IE" 514 "A" 1 "T" "B" "L"
"TP" 514 "A" 1 "L" "B" "T"
"TP" 514 "A" 1 "T" "B" "L"
"TP" 514 "A" 1 "A" "B" "L"
"UC" 514 "A" 1 "L" "B" "A"
"OF" 514 "A" 1 "A" "UC" "L"
"OF" 514 "A" 1 "L" "UC" "A"
"OF" 514 "A" 1 "A" "UC" "L"
"OF" 514 "A" 1 "T" "UC" "GT"
"OF" 514 "A" 1 "L" "UC" "T"
"OF" 514 "A" 1 "T" "UC" "L"
"OF" 514 "A" 1 "L" "UC" "T"
"OF" 514 "A" 1 "T" "UC" "L"
"OF" 514 "A" 1 "L" "UC" "T"
"OF" 514 "A" 0 "" "UC" ""
"IE" 514 "A" 1 "T" "B" "GT"
"IE" 514 "A" 1 "L" "B" "A"
"OF" 514 "A" 0 "" "B" ""
"TP" 514 "A" 1 "A" "B" "GT"
"TP" 514 "A" 1 "T" "B" "GT"
"TP" 514 "A" 1 "A" "B" "GT"
"IE" 514 "A" 1 "T" "B" "GT"
"TP" 514 "A" 1 "A" "B" "T"
"TP" 514 "A" 0 "" "B" ""
